T10B10,T100B10,T1000B10,Omniscient,Random
0.706815694,0.708702118,0.70948532,0.708928078,0.698626565
0.706944849,0.708839132,0.709624237,0.70905723,0.698646897
0.707119299,0.708971331,0.709776602,0.70919152,0.698674909
0.707295036,0.709099055,0.709959697,0.709328364,0.698696034
0.707454127,0.709207571,0.710117664,0.709480247,0.698729804
0.707617376,0.709345376,0.71027227,0.709642538,0.69876101
0.707777746,0.709500779,0.710431521,0.709776503,0.698790463
0.707930269,0.709638426,0.710591888,0.709898138,0.698808546
0.708080083,0.709752867,0.710738171,0.710044908,0.698832869
0.708219004,0.709890355,0.710917581,0.710182392,0.698864553
0.70836897,0.71003904,0.711080193,0.710329152,0.698874635
0.708503091,0.710175399,0.711269837,0.710459758,0.698891924
0.708638329,0.710344722,0.711394523,0.71060028,0.698883611
0.708751646,0.710515164,0.711536172,0.710712474,0.698910651
0.7088688,0.710674891,0.711676697,0.710857958,0.698934979
0.709001637,0.710855096,0.711798496,0.710992077,0.698954347
0.709114953,0.711009533,0.711930379,0.711133554,0.698996113
0.709229548,0.711177255,0.712067378,0.711268477,0.699042199
0.709359021,0.711351854,0.712218302,0.711405804,0.699059811
0.70947585,0.711521179,0.712369386,0.711551444,0.699080463
0.709582598,0.711671137,0.712509903,0.711689086,0.699116313
0.709706308,0.711820139,0.712648014,0.711840164,0.699147047
0.709841699,0.71197362,0.712813177,0.712010288,0.699175215
0.70996093,0.712136546,0.712964576,0.712126491,0.699204021
0.710099685,0.712290667,0.713122693,0.712264127,0.699215551
0.710206749,0.712444464,0.713271049,0.712375526,0.699232194
0.710325657,0.712607544,0.713418125,0.712517325,0.699235082
0.710448571,0.712747736,0.713582172,0.712642155,0.699277815
0.710568923,0.712900575,0.713720283,0.712768592,0.699302941
0.710709445,0.713053734,0.7138576,0.712893428,0.699361831
0.710848366,0.713227537,0.714014281,0.713029301,0.699358634
0.710996726,0.713387092,0.714173843,0.713153333,0.699401847
0.711113871,0.713567615,0.714329876,0.713279937,0.699443778
0.711216138,0.713761101,0.714512308,0.713430538,0.699448265
0.711318416,0.713948979,0.71468322,0.713559851,0.69947339
0.711425003,0.714146624,0.714846936,0.713719569,0.699488591
0.711543597,0.71431834,0.715031938,0.713856406,0.699542682
0.711668752,0.714494217,0.715209258,0.714031005,0.699578051
0.711779022,0.714692175,0.715385137,0.714174717,0.699576774
0.711883532,0.714872532,0.715546456,0.71430852,0.699614384
0.711989958,0.715058009,0.715712575,0.714466476,0.699642705
0.712111269,0.715232451,0.715868607,0.714611632,0.699656798
0.712298506,0.715358571,0.716012967,0.714760312,0.699689127
0.712468782,0.715489642,0.716161961,0.714908035,0.699693292
0.712624332,0.71563288,0.716311599,0.715054474,0.699722746
0.712786598,0.715790998,0.71644523,0.715209708,0.69975076
0.712955915,0.715936153,0.716598386,0.71535503,0.699778122
0.713120428,0.716082752,0.7167549,0.715526743,0.699814128
0.713279177,0.716240391,0.716914939,0.715653333,0.699860868
0.713445767,0.716401387,0.717064734,0.715776567,0.699872711
0.713597478,0.716541096,0.717233096,0.715914041,0.699911606
0.713757034,0.716679525,0.717370889,0.716049109,0.699949541
0.71389963,0.716850606,0.717548364,0.716207387,0.699984911
0.714039816,0.717018164,0.717726479,0.71637366,0.700028602
0.714147999,0.717185401,0.717905551,0.716494649,0.70005165
0.71426578,0.717359841,0.718067979,0.716674362,0.700095022
0.714407729,0.717528037,0.718237452,0.716864799,0.700107504
0.714547758,0.717676226,0.718402762,0.717021,0.700120468
0.714665225,0.717854665,0.718563909,0.717179423,0.70013023
0.714780448,0.718021897,0.718724899,0.717349538,0.700154231
0.714903037,0.718191211,0.71888077,0.717486852,0.700177278
0.715013301,0.718335407,0.719034557,0.717699204,0.70021168
0.715089336,0.718461201,0.719169953,0.717849153,0.700223687
0.715152246,0.718602993,0.719305184,0.718029984,0.700250093
0.715238194,0.718747668,0.719458983,0.718162971,0.700264818
0.715312949,0.718896821,0.719613583,0.718316603,0.700308671
0.715395379,0.719026446,0.71977489,0.718522074,0.700320837
0.715484529,0.719182158,0.719933323,0.718735065,0.70036261
0.715579442,0.719345392,0.720097513,0.71899029,0.700388693
0.715666831,0.719520786,0.720266352,0.719190483,0.700417818
0.715759661,0.719645773,0.720430062,0.719404915,0.700464703
0.715832646,0.719827877,0.720589616,0.719637105,0.700487266
0.71599891,0.720028874,0.720757973,0.719842741,0.700529362
0.716160378,0.720236746,0.720919125,0.720082294,0.700538801
0.716319285,0.720443503,0.721082839,0.720270482,0.700539126
0.716466505,0.720647219,0.721229749,0.720486034,0.700571292
0.71663389,0.720867889,0.721374103,0.720717112,0.700577535
0.716785591,0.721088723,0.721513325,0.720916336,0.700589057
0.716931212,0.721305875,0.721664397,0.721128523,0.700617541
0.717079399,0.721530228,0.721832434,0.721351597,0.700606666
0.71722262,0.72173458,0.721991989,0.721562826,0.70063772
0.717376244,0.721936532,0.72212786,0.721760933,0.700667964
0.717526992,0.722155449,0.722304697,0.721963847,0.700696621
0.717657578,0.722334514,0.722468893,0.722149797,0.700725581
0.717801925,0.722520141,0.722616123,0.722367104,0.700741102
0.717920827,0.722702409,0.72277135,0.722554493,0.700767836
0.71805941,0.722875233,0.722920978,0.722760764,0.700796652
0.71816791,0.723060378,0.723059882,0.722947511,0.700822576
0.718295775,0.723223287,0.723211268,0.723140662,0.70084866
0.718427963,0.723388112,0.723350659,0.72332165,0.700917945
0.718536621,0.723550862,0.723493411,0.723504242,0.700968046
0.718651042,0.723672488,0.723640326,0.723685063,0.700972851
0.718770591,0.72378884,0.723774271,0.723850691,0.700995893
0.718900064,0.7238671,0.723908694,0.723992952,0.701030456
0.71900377,0.723981534,0.724057359,0.724214108,0.701037661
0.719118358,0.724103488,0.724185704,0.724371735,0.701070954
0.719231665,0.724229435,0.724335171,0.724521366,0.701080233
0.719353613,0.724346262,0.724471841,0.724646346,0.701117203
0.719455886,0.724458452,0.724615707,0.724827495,0.701112085
0.719571277,0.724580561,0.724753491,0.724970884,0.701167936
0.71968779,0.724692113,0.724897673,0.725130268,0.701158178
0.719801264,0.724773897,0.725044905,0.725311897,0.701157859
0.719923697,0.724855048,0.725187646,0.725408884,0.701172909
0.720034281,0.724934109,0.725322556,0.725511628,0.701223802
0.720147745,0.725055419,0.725451544,0.725636772,0.701237722
0.72026729,0.725172885,0.725573012,0.725742721,0.701263337
0.720374352,0.725283637,0.725701995,0.725830108,0.701309426
0.720501578,0.725404464,0.725834504,0.725940845,0.701330064
0.720609278,0.725512969,0.72595773,0.726057513,0.701344466
0.720740984,0.725649475,0.726077757,0.726172418,0.701400319
0.720854609,0.725762463,0.726205465,0.726269563,0.70142673
0.720967111,0.725886807,0.726330616,0.726398232,0.701432975
0.721117866,0.725947154,0.726444247,0.726497456,0.701445625
0.721251812,0.726010859,0.726558678,0.72661828,0.701469795
0.721392165,0.726082569,0.726668629,0.726713505,0.701494442
0.721550598,0.726158276,0.726773136,0.726816096,0.701505165
0.721697352,0.726236702,0.726875882,0.726962204,0.70153893
0.721827941,0.726298331,0.726973182,0.72705055,0.701557171
0.721966848,0.726380116,0.727077847,0.727153939,0.70156677
0.722101918,0.72644366,0.727180271,0.727237163,0.701604053
0.722239067,0.726525128,0.727295982,0.72732071,0.701619903
0.722368215,0.726606754,0.727358084,0.72741369,0.701655748
0.72249368,0.726702465,0.727475236,0.727492757,0.701691756
0.722616104,0.726796253,0.727609351,0.727576298,0.701714801
0.722729569,0.726880115,0.727731298,0.727687847,0.701743128
0.722843989,0.72697486,0.727846845,0.727759867,0.701751134
0.722963856,0.7270512,0.727952311,0.727846292,0.701787142
0.723063717,0.72714131,0.728053461,0.727954151,0.701795797
0.723177176,0.727211733,0.728165648,0.728045374,0.701815162
0.723281517,0.727301039,0.728260233,0.7281334,0.70183036
0.723393863,0.727391787,0.728359301,0.728202219,0.701855969
0.723499007,0.727473728,0.728477093,0.728309765,0.701908944
0.723535672,0.727575197,0.728563038,0.728374265,0.701944149
0.723560331,0.727674422,0.728646099,0.728465331,0.702000476
0.723597636,0.727774929,0.728732684,0.728544231,0.702044006
0.723630138,0.727873349,0.728816226,0.728620893,0.702088181
0.72365944,0.72798314,0.728903609,0.728688754,0.702113625
0.723699142,0.728066365,0.728990512,0.728757093,0.702149798
0.723738685,0.728160789,0.729072616,0.728842876,0.702160365
0.723788312,0.728249772,0.729155524,0.728892813,0.702180688
0.723830737,0.728343236,0.729254271,0.728969153,0.70219925
0.723860679,0.72842838,0.729335101,0.729046778,0.702234774
0.72392357,0.728515292,0.729434962,0.729141041,0.702253816
0.72399575,0.728607007,0.729534666,0.729218987,0.702272226
0.724065847,0.728700473,0.729622048,0.729284763,0.702303595
0.724114017,0.728776178,0.729710552,0.729375659,0.702330488
0.724183152,0.728844518,0.729807369,0.729433443,0.702351457
0.724252449,0.728928546,0.729890907,0.729505145,0.70239403
0.724311025,0.729018173,0.729974123,0.729597959,0.70240859
0.724381762,0.72909916,0.730072547,0.729693823,0.702427959
0.724453299,0.729182543,0.73016329,0.729769527,0.702464611
0.724502589,0.729259051,0.730248109,0.729841062,0.702482221
0.724610935,0.729360828,0.730334536,0.729902844,0.702508145
0.724703113,0.72945477,0.73042,0.729969428,0.702545597
0.724790814,0.72956407,0.730489143,0.73005297,0.702568966
0.724886515,0.729671929,0.73057429,0.730122112,0.702591217
0.724993411,0.729765064,0.730645191,0.730204691,0.702615072
0.725091994,0.729861409,0.730709848,0.730272552,0.702622114
0.725187694,0.729960954,0.730774193,0.730339776,0.702625322
0.725294272,0.730071697,0.730854214,0.730405557,0.702675745
0.725381011,0.73018404,0.730917433,0.73048718,0.702682951
0.725471433,0.730282463,0.730976171,0.730556484,0.702715601
0.725562019,0.730357842,0.731041306,0.730642746,0.70273161
0.725636447,0.730446825,0.731111567,0.730717169,0.702763938
0.725713104,0.730535489,0.731175103,0.73077815,0.702787317
0.725803213,0.730624145,0.731243124,0.730839769,0.702797399
0.725879075,0.730713608,0.73130618,0.730895303,0.702836603
0.725970622,0.730792517,0.731374677,0.730951477,0.702884451
0.726052891,0.730864058,0.731437734,0.731014381,0.702915014
0.726142681,0.730949205,0.731506078,0.731091044,0.702954698
0.726237748,0.731018025,0.731574098,0.731166909,0.702986068
0.726321773,0.731098686,0.731644197,0.731234285,0.702993277
0.726363719,0.731197268,0.731725503,0.731294785,0.703018241
0.726419588,0.731287848,0.731804883,0.731351286,0.703028644
0.726459449,0.731391393,0.731867462,0.731405544,0.703067221
0.72650027,0.731484379,0.731922202,0.731469563,0.703103076
0.726549098,0.731583443,0.731971338,0.731534065,0.703130757
0.726602883,0.731664423,0.732035355,0.731588641,0.703152999
0.726650906,0.731748281,0.732100012,0.731634097,0.703157964
0.726694608,0.73184574,0.732151067,0.731715398,0.703200041
0.72674487,0.73193056,0.732220687,0.731764854,0.703217481
0.726791772,0.732013777,0.732281827,0.731825833,0.703242283
0.726884911,0.732113651,0.732372411,0.731901048,0.703249647
0.726973567,0.732221198,0.732452905,0.731971148,0.703276692
0.727064472,0.732310182,0.732519159,0.732026528,0.70327525
0.727158089,0.732417408,0.732595179,0.73209935,0.703322296
0.727240187,0.732512311,0.732673602,0.732173611,0.703348064
0.727332048,0.732606736,0.732748021,0.732239071,0.70338392
0.727418787,0.732704362,0.732809319,0.732302128,0.703414174
0.727500085,0.732812228,0.73287926,0.732354946,0.703447787
0.727580418,0.732905367,0.732961366,0.732415603,0.703466344
0.727661872,0.73299035,0.733036585,0.732474985,0.703495631
0.727750207,0.733056774,0.733127815,0.732546203,0.703524278
0.727834223,0.733117437,0.733214556,0.732608618,0.703563967
0.727922721,0.733175857,0.73328978,0.732668955,0.703590372
0.728010259,0.733233316,0.733367239,0.732729295,0.703606219
0.728097154,0.733296702,0.733450777,0.73279379,0.703671994
0.72817909,0.733346796,0.733526959,0.732846923,0.7036864
0.728265825,0.733409059,0.733602339,0.732913504,0.703716488
0.728358003,0.733470041,0.733693875,0.732972879,0.703738095
0.7284377,0.733527182,0.733767973,0.733033381,0.703757461
0.728517237,0.733587681,0.733845274,0.733103963,0.703781467
0.728602057,0.733665461,0.733929778,0.733173104,0.703822593
0.728700479,0.733743239,0.733982913,0.733230399,0.703880049
0.728784654,0.733820858,0.734049813,0.733289774,0.703905656
0.728884674,0.733905519,0.734109354,0.733354117,0.703946469
0.728973978,0.733980256,0.73417929,0.73340661,0.703958314
0.729055917,0.734043153,0.734221864,0.733461352,0.703976567
0.72913514,0.734131975,0.734284761,0.733520248,0.703984253
0.729217721,0.734207192,0.734345902,0.733577547,0.704004584
0.729301105,0.734288815,0.734402403,0.73364413,0.703998659
0.729384962,0.734367716,0.734458579,0.733697266,0.704023463
0.729484184,0.734423093,0.734545963,0.733760322,0.704051792
0.729584052,0.734465506,0.734620862,0.733818255,0.704083153
0.729674311,0.734517846,0.734697046,0.733888515,0.704111004
0.729759612,0.734569379,0.734774029,0.733932692,0.704151494
0.729841392,0.734625874,0.734835168,0.733995589,0.70419294
0.729942378,0.734674695,0.734896306,0.734033364,0.704230391
0.7300368,0.73471839,0.734957919,0.734098181,0.704244485
0.730121303,0.734760485,0.735030576,0.734149559,0.70428146
0.730214769,0.734805302,0.735092834,0.734210536,0.704304997
0.730296392,0.734854758,0.735160534,0.734261118,0.704351891
0.730355453,0.734951426,0.735215431,0.734309935,0.704362139
0.730416115,0.735034969,0.735268412,0.734372511,0.704395268
0.730463335,0.735117077,0.735318025,0.734421648,0.704412556
0.730515994,0.7352035,0.735374362,0.734489345,0.704424722
0.730568812,0.73527888,0.735435819,0.73454552,0.704449368
0.730630277,0.735359707,0.735493117,0.734595617,0.704494027
0.730685979,0.73544741,0.735554091,0.734657875,0.704492751
0.730743447,0.735523911,0.735606266,0.734701732,0.704517715
0.730792264,0.735606335,0.735665004,0.734763029,0.704568446
0.730845086,0.735678517,0.735723578,0.734816968,0.704570846
0.730877578,0.735731653,0.735800877,0.734878744,0.704592929
0.73093712,0.735785114,0.735884255,0.734922116,0.704618225
0.730983533,0.735855374,0.735966675,0.734985335,0.70466319
0.731050432,0.73591043,0.736045094,0.73504503,0.704671671
0.731098288,0.735968045,0.736115032,0.735114173,0.70471232
0.731157828,0.736036546,0.736186729,0.73516907,0.70470688
0.731210961,0.736096559,0.73626515,0.735209079,0.70469633
0.731264578,0.736160898,0.736346609,0.735267983,0.704732974
0.731308754,0.736226676,0.736405824,0.735325601,0.704765302
0.731356769,0.73628029,0.736474161,0.735375058,0.704785785
0.731403669,0.736347191,0.73653082,0.73544052,0.704851402
0.731440484,0.73640881,0.736592281,0.735496214,0.704879256
0.73147842,0.736471868,0.736641576,0.735550788,0.70490231
0.731504832,0.736530764,0.736692308,0.735607288,0.704917832
0.731526765,0.736598466,0.736753125,0.735642657,0.704937843
0.731565339,0.736661365,0.736802739,0.735701075,0.70495673
0.731600394,0.736718181,0.736862275,0.735759331,0.704986657
0.731642012,0.73677932,0.736909332,0.735806389,0.705021069
0.731676903,0.736844616,0.736970472,0.735868648,0.70504748
0.73171436,0.736897749,0.737020409,0.735912821,0.705080452
0.731788299,0.736967052,0.737082185,0.735946911,0.705108309
0.731857917,0.737024025,0.737151322,0.736008372,0.705118071
0.731925455,0.737091568,0.73721838,0.736064866,0.705153281
0.731996514,0.737154627,0.737280477,0.736116244,0.705169294
0.732070294,0.737216563,0.737352654,0.736161057,0.705175707
0.732139109,0.737275624,0.73741411,0.736214512,0.705202431
0.732213843,0.73733484,0.737467242,0.736262849,0.705238439
0.732284096,0.73739662,0.737529655,0.736309745,0.705249319
0.732344108,0.737456479,0.73759159,0.73637472,0.705287246
0.732402525,0.737509453,0.737642805,0.736414895,0.705324055
0.732437747,0.737547707,0.737690339,0.73646227,0.705358304
0.732472967,0.737599402,0.737749236,0.73651797,0.705385514
0.732492985,0.737646138,0.737805412,0.736564386,0.705400251
0.732536046,0.737690793,0.737856466,0.736602954,0.705439456
0.732582625,0.737729529,0.737914565,0.73665033,0.705457868
0.732626806,0.737776107,0.737972982,0.736698827,0.705501238
0.732671465,0.737816762,0.738024836,0.736737555,0.705514046
0.732714843,0.737861092,0.738080369,0.736777728,0.705527022
0.732767187,0.737909909,0.738123258,0.736831983,0.705550227
0.732809287,0.737953922,0.738179273,0.736875356,0.705612477
0.732889142,0.738020981,0.738233528,0.736929131,0.705668815
0.732964838,0.7380874,0.738290984,0.736987392,0.705699868
0.733028854,0.738163581,0.73834732,0.737046927,0.705712826
0.733102471,0.738225198,0.738401575,0.737096222,0.705772682
0.733181205,0.738277051,0.738456634,0.737153838,0.705759719
0.733257704,0.738340426,0.73851121,0.737197373,0.705798444
0.733334517,0.738405402,0.738568186,0.737245389,0.705815409
0.733414691,0.738456777,0.738617,0.737300766,0.705869334
0.733481103,0.738518074,0.738671417,0.73734926,0.705870786
0.733545599,0.738584329,0.738724233,0.737396951,0.705886477
0.733624334,0.738641468,0.738776731,0.737440644,0.705894164
0.733698109,0.738693323,0.738833069,0.737486896,0.70595386
0.733770601,0.738755264,0.738879164,0.73752915,0.705969706
0.733839897,0.738802801,0.738922699,0.737584524,0.705980276
0.733898308,0.738857538,0.738971037,0.737628861,0.706027485
0.73396376,0.738918678,0.739019369,0.737675597,0.706040286
0.734036091,0.738976935,0.739077467,0.737716244,0.706066529
0.734102185,0.739028631,0.739115878,0.737767301,0.706108775
0.734165075,0.739081927,0.739164532,0.737802514,0.70612142
0.734240127,0.7391269,0.73921431,0.737837564,0.70615231
0.734301899,0.739210127,0.739277206,0.737881576,0.706188958
0.73435871,0.739293192,0.739328581,0.737932793,0.706205927
0.734421769,0.739372096,0.739384118,0.737984808,0.706211695
0.734488023,0.739438838,0.739441895,0.738024981,0.706243706
0.734542434,0.739500455,0.73949279,0.738067712,0.70628467
0.734601489,0.739560952,0.739538723,0.738116365,0.706295394
0.734661823,0.739633612,0.739582417,0.738162615,0.706310591
0.734716711,0.739699869,0.739627072,0.738200704,0.706334284
0.734776885,0.739763402,0.739681329,0.738249999,0.70636997
0.734838823,0.739820217,0.739724862,0.738295771,0.706413022
0.734898365,0.739870633,0.739790956,0.738336263,0.706433669
0.734952791,0.739914487,0.73984745,0.738390356,0.706464076
0.735005453,0.739955619,0.739908745,0.738443651,0.706469203
0.735069797,0.739998515,0.739976121,0.738491348,0.706501525
0.735120539,0.740046047,0.740035497,0.738529597,0.70652377
0.735173042,0.74008398,0.74009791,0.738573448,0.706578345
0.735232105,0.740121116,0.740159045,0.738620021,0.706580107
0.735295968,0.74014833,0.740211216,0.738669796,0.7066286
0.735345749,0.740202744,0.740270588,0.738715408,0.706669569
0.73539905,0.740251879,0.7403258,0.738752539,0.706685887
0.73544034,0.740293333,0.740370773,0.738801678,0.70672318
0.735496995,0.740330463,0.740413505,0.73885017,0.706747027
0.735550129,0.740389679,0.740462958,0.738889549,0.706778076
0.735600224,0.740435934,0.740508412,0.738935481,0.706802721
0.735655918,0.740489233,0.740553383,0.738985733,0.70680976
0.735708091,0.740548609,0.740598516,0.739026386,0.706841442
0.735753862,0.740600785,0.740637571,0.739068001,0.70686849
0.735794191,0.74065344,0.740679822,0.739101929,0.706894255
0.735846203,0.740690411,0.740727033,0.739144979,0.706914262
0.735899498,0.740738745,0.740770243,0.739188672,0.706986603
0.735954873,0.740799718,0.740807532,0.739218284,0.707024373
0.736012808,0.740849171,0.74086163,0.7392663,0.707034772
0.736060187,0.740897182,0.740905967,0.73930103,0.707069183
0.736121963,0.740947913,0.74095206,0.739344885,0.707057027
0.736172856,0.740989677,0.740992394,0.739380575,0.707076875
0.73623287,0.741039925,0.741038969,0.739418188,0.707139296
0.736284723,0.74109114,0.741090986,0.739457077,0.707158019
0.736330977,0.741135628,0.741130679,0.739497409,0.707192114
0.736382672,0.741181078,0.741177893,0.739550383,0.707199482
0.736434685,0.741233246,0.741229426,0.739577911,0.70723053
0.736500302,0.741278215,0.741280165,0.73962192,0.70723054
0.736560325,0.741324623,0.74132626,0.739648167,0.707241747
0.736612818,0.741375515,0.741365789,0.7396853,0.707251341
0.736677638,0.741420487,0.741415085,0.739727391,0.707249751
0.736734933,0.741458414,0.741458619,0.739768847,0.707283681
0.736800553,0.741505946,0.741496388,0.739810783,0.70729985
0.736865213,0.741551235,0.741550003,0.739858636,0.707326102
0.736914188,0.741593326,0.741588254,0.739895127,0.707345312
0.736963961,0.741635575,0.741632268,0.739938496,0.707383407
0.737016296,0.741679106,0.741681399,0.739970825,0.707415098
0.73706719,0.741735281,0.74172349,0.740014356,0.707436381
0.737125606,0.741784736,0.741768144,0.740043485,0.707441977
0.737181621,0.741834668,0.741815039,0.740079658,0.707467269
0.737239396,0.741887319,0.741866417,0.740128634,0.707525682
0.737293648,0.741935812,0.741905151,0.740172325,0.707542972
0.73733814,0.741991025,0.741947885,0.740210894,0.707563297
0.737388069,0.742034557,0.741987418,0.740254909,0.707566979
0.737444084,0.742086893,0.742034471,0.740291881,0.707604739
0.737495456,0.742139228,0.742072884,0.740333974,0.707624425
0.737551633,0.742183399,0.742113055,0.740369344,0.70765835
0.737594851,0.74222821,0.742162509,0.740411918,0.707693234
0.737644312,0.742264061,0.742206678,0.740454807,0.707668435
0.73768625,0.742309993,0.742241247,0.740487777,0.70769612
0.737734105,0.742346325,0.742283498,0.74053067,0.707720923
0.737773799,0.742391619,0.742332149,0.740571481,0.707745085
0.737818457,0.742431949,0.742374561,0.740601411,0.707775971
0.737857995,0.742470839,0.742420491,0.74064078,0.707795336
0.737907929,0.742514693,0.742459861,0.740680308,0.707830217
0.737958341,0.742548623,0.742505154,0.740711036,0.7078331
0.738005558,0.742590076,0.742548684,0.740756485,0.707834866
0.738079338,0.742630731,0.742599256,0.740786094,0.707854075
0.738149118,0.742671703,0.742647428,0.740822582,0.707889449
0.738208812,0.742721957,0.742695762,0.74086131,0.707927216
0.738271066,0.742768528,0.742752738,0.740911086,0.70796979
0.73833284,0.742818943,0.742806193,0.740944379,0.708002436
0.738400217,0.742863114,0.742852929,0.74098791,0.708037156
0.738467912,0.742906007,0.74291118,0.741013356,0.708041791
0.738532571,0.7429481,0.742952949,0.741048888,0.708089327
0.738585227,0.742986192,0.742996319,0.741086655,0.708109813
0.738643484,0.743022522,0.743040012,0.741121542,0.708158308
0.738698218,0.743066852,0.7430797,0.741149552,0.708172077
0.738758873,0.743111024,0.743122593,0.741183801,0.708191277
0.738816494,0.743153754,0.743169323,0.741222207,0.70822553
0.738870111,0.743194404,0.743212853,0.741254218,0.708252419
0.738928686,0.743227692,0.743250941,0.741279185,0.708274664
0.738989661,0.743274109,0.743295589,0.741315997,0.708298346
0.739039436,0.743327562,0.743334801,0.741345766,0.708331319
0.739091614,0.743375255,0.743381372,0.741382578,0.708358043
0.739146991,0.743408704,0.74342346,0.741422271,0.708368449
0.739193724,0.743450955,0.743470034,0.741457164,0.708396612
0.739235816,0.743493048,0.743501561,0.741495096,0.708427347
0.739266705,0.743534022,0.743530854,0.741525343,0.708460152
0.739304479,0.743573235,0.743559022,0.74155895,0.708484962
0.739350093,0.743610687,0.743588792,0.741595283,0.708494084
0.739392987,0.743651179,0.743626881,0.741634173,0.708525934
0.739428362,0.743690869,0.743660332,0.74166618,0.708591389
0.73946598,0.74372624,0.743696979,0.741703471,0.708639392
0.739512876,0.743758568,0.743733788,0.741740922,0.708652031
0.73955081,0.743792341,0.743761636,0.741774854,0.708697961
0.739596422,0.743830592,0.743798126,0.741824786,0.708717481
0.739648916,0.743886768,0.743826933,0.741859359,0.70873813
0.739695487,0.743939103,0.743869504,0.741888645,0.708781012
0.739742377,0.743995595,0.743907113,0.741925456,0.708775099
0.739797108,0.74405609,0.743944722,0.741960504,0.708818951
